contest,fips,geo_name,year,month,votes,candidate_count,incumbent,winner,vote_share,n_winners,prob_democrat,prob_republican,pid_est,prob_male,prob_female,gender_est,prob_black,prob_white,prob_hispanic,prob_asian,prob_other,race_est,percent_women,percent_white,percent_black,percent_hispanic,percent_asian_american
4164900_2000_11_salem_OR_Mayor_mayor_1,4164900,salem,2000,11.0,31919.0,1,1.0,win,1.0,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.497882036750314,0.830723613099237,0.0127808127136222,0.145869241330957,0.107848149338319
5548000_1995_4_madison_WI_Mayor_mayor_1,5548000,madison,1995,4.0,31826.0,2,1.0,win,0.68,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.510685387682426,0.873393258989053,0.0504098362191973,0.0305915394814013,0.0607873898571126
1304204_2010_11_augusta-richmond county_GA_Mayor_mayor_1,1304204,augusta-richmond county,2010,11.0,31732.0,3,1.0,win,0.64,1,0.11,0.89,R,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.516033169257164,0.390989767365863,0.547282530994057,0.0411194624292804,0.0322859010232634
3901000_2011_11_akron_OH_Mayor_mayor_1,3901000,akron,2011,11.0,31674.0,2,1.0,win,0.7,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.517043403615361,0.619836889720399,0.313499131407116,0.022048018745751,0.030918674100322
816000_2015_5_colorado springs_CO_Mayor_mayor_1,816000,colorado springs,2015,5.0,31666.0,2,1.0,lose,0.32,1,0.91,0.09,D,0.03,0.97,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.505121508623357,0.786550450709288,0.0640963595300409,0.168436716758023,0.0585792258561103
3755000_2017_11_raleigh_NC_Mayor_mayor_1,3755000,raleigh,2017,11.0,31598.0,2,1.0,win,0.58,1,0.82,0.18,D,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.517562314150873,0.580738350970518,0.29107291855013,0.112154048977759,0.0622669883677511
4164900_2008_11_salem_OR_Mayor_mayor_1,4164900,salem,2008,11.0,31592.0,1,1.0,win,1.0,1,0.0,1.0,R,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.500629195492616,0.798402203041739,0.0143670486825228,0.191406690341503,0.131349307435128
654652_2000_11_oxnard_CA_Mayor_mayor_1,654652,oxnard,2000,11.0,31503.0,1,1.0,win,1.0,1,0.94,0.06,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,0.488782446377628,0.420807945620399,0.0378379647565715,0.66217612322286,0.48152713697038
672016_2000_NA_simi valley_CA_Mayor_mayor_1,672016,simi valley,2000,,31445.0,2,1.0,win,0.77,1,0.07,0.93,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.505186302772315,0.813293100196675,0.0125818358164722,0.168197860818493,0.129689001445878
2938000_2003_3_kansas city_MO_Mayor_mayor_1,2938000,kansas city,2003,3.0,31441.0,2,1.0,win,0.6,1,1.0,0.0,D,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.5164769808044,0.602434855979409,0.308326975885873,0.0785010494817619,0.0577494060307827
4075000_2013_11_tulsa_OK_Mayor_mayor_1,4075000,tulsa,2013,11.0,31366.0,2,1.0,lose,0.44,1,1.0,0.0,D,0.01,0.99,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.513143405911895,0.631182624214169,0.156746924861967,0.148352053525704,0.0827634181875823
5367000_2015_11_spokane_WA_Mayor_mayor_1,5367000,spokane,2015,11.0,31281.0,2,1.0,win,0.63,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.511478337126686,0.856567880476665,0.0230928095554868,0.0567204182933448,0.0360987044619899
1232000_2012_11_hollywood_FL_Mayor_mayor_1,1232000,hollywood,2012,11.0,31270.0,2,1.0,win,0.67,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.508339932606145,0.717862339256337,0.170347836339179,0.338281251526643,0.0603940341777828
643000_2018_4_long beach_CA_Mayor_mayor_1,643000,long beach,2018,4.0,31112.0,2,1.0,win,0.79,1,1.0,0.0,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,0.506295761758284,0.501991928443052,0.128420914365434,0.422361863400743,0.173314068211401
2079000_1995_4_wichita_KS_Mayor_mayor_1,2079000,wichita,1995,4.0,31094.0,2,1.0,lose,0.49,1,0.99,0.01,D,0.03,0.97,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.510834500487388,0.787456518709071,0.113525357344352,0.0731695355423357,0.0719442120310401
2270000_2002_10_shreveport_LA_Mayor_mayor_1,2270000,shreveport,2002,10.0,31084.0,2,1.0,win,0.75,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.533261753321922,0.455615913497409,0.515820223663852,0.0174503458952553,0.0147834424419375
1304204_2006_11_augusta-richmond county_GA_Mayor_mayor_1,1304204,augusta-richmond county,2006,11.0,30982.0,4,1.0,win,0.66,1,0.11,0.89,R,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.516690225662054,0.414223129511954,0.529863508820942,0.0358345920705961,0.0300426065934029
2603000_2006_11_ann arbor_MI_Mayor_mayor_1,2603000,ann arbor,2006,11.0,30935.0,2,1.0,win,0.79,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.506591461923712,0.736708233453957,0.081689580540776,0.0379517600756256,0.14507931781928
2743000_2001_11_minneapolis_MN_Mayor_mayor_1,2743000,minneapolis,2001,11.0,30896.0,2,1.0,lose,0.35,1,1.0,0.0,D,0.02,0.98,F,1.0,0.0,0.0,0.0,0.0,black,0.497533017695208,0.649939501050455,0.180458690801035,0.0791003532991483,0.104278551165376
653322_2012_11_oceanside_CA_Mayor_mayor_1,653322,oceanside,2012,11.0,30844.0,3,1.0,win,0.54,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.506895112786096,0.669760304831139,0.0467297336488838,0.359375432239035,0.201997844471356
5548000_2007_4_madison_WI_Mayor_mayor_1,5548000,madison,2007,4.0,30812.0,2,1.0,win,0.62,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.507885534397877,0.804274235912041,0.0683317716445168,0.0601432442351228,0.094588634865754
5370000_2005_11_tacoma_WA_Mayor_mayor_1,5370000,tacoma,2005,11.0,30780.0,3,1.0,win,0.79,1,1.0,0.0,D,1.0,0.0,M,0.0,0.99,0.01,0.0,0.0,caucasian,0.509220150995588,0.66966247128571,0.112177001300839,0.0906860836782825,0.127511921317353
4819000_2015_5_dallas_TX_Mayor_mayor_1,4819000,dallas,2015,5.0,30703.0,2,1.0,win,0.73,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.502830281586284,0.566863642245939,0.24619945227658,0.420801806607756,0.121987852344386
656000_2020_11_pasadena_CA_Mayor_mayor_1,656000,pasadena,2020,11.0,30650.0,2,1.0,lose,0.45,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.523276557787878,0.507765931841028,0.0876764501833524,0.34917668379844,0.172181398575656
4474300_2008_11_warwick_RI_Mayor_mayor_1,4474300,warwick,2008,11.0,30597.0,2,1.0,win,0.74,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.522163210903862,0.932072083931284,0.0157431765964393,0.0305541366250868,0.031256393532285
4474300_2012_11_warwick_RI_Mayor_mayor_1,4474300,warwick,2012,11.0,30552.0,2,1.0,win,0.82,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.52226593370692,0.923849656218633,0.0174418152305946,0.0376287922781276,0.033145734081806
602000_1998_11_anaheim_CA_Mayor_mayor_1,602000,anaheim,1998,11.0,30542.0,3,1.0,win,0.54,1,1.0,0.0,D,0.95,0.05,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.498652669636054,0.580967341729754,0.0263939441840452,0.436944673520984,0.343958755380031
4164900_2012_11_salem_OR_Mayor_mayor_1,4164900,salem,2012,11.0,30540.0,1,1.0,win,1.0,1,0.26,0.74,R,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.500154165321906,0.795318824279529,0.014532159454659,0.208859609337319,0.114889007056591
641992_2016_11_livermore_CA_Mayor_mayor_1,641992,livermore,2016,11.0,30390.0,1,1.0,win,1.0,1,0.98,0.02,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.508820706986572,0.754028640323731,0.0193047026000941,0.202171840001525,0.139102391833957
3502000_2001_10_albuquerque_NM_Mayor_mayor_1,3502000,albuquerque,2001,10.0,30384.0,9,1.0,win,0.31,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.514305471380269,0.714069695526012,0.0310793607501884,0.40598815146729,0.171893580121488
675000_2012_11_stockton_CA_Mayor_mayor_1,675000,stockton,2012,11.0,30360.0,2,1.0,lose,0.41,1,1.0,0.0,D,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.510086787814876,0.385942467719218,0.119790948286856,0.407814660466042,0.385537282460629
669000_2008_11_santa ana_CA_Mayor_mayor_1,669000,santa ana,2008,11.0,30352.0,4,1.0,win,0.55,1,1.0,0.0,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,0.487714729143358,0.452367713555801,0.015372622432042,0.778101383806484,0.483910773075893
3436000_2017_11_jersey city_NJ_Mayor_mayor_1,3436000,jersey city,2017,11.0,30279.0,2,1.0,win,0.78,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.504709577210827,0.349006152482396,0.237908558993147,0.28244558560054,0.285551479052894
5370000_2013_11_tacoma_WA_Mayor_mayor_1,5370000,tacoma,2013,11.0,30266.0,1,1.0,win,1.0,1,1.0,0.0,D,0.0,1.0,F,0.0,0.0,0.0,0.0,0.86,other,0.50508924027466,0.648417344964362,0.109714756470024,0.114958314837255,0.12466564700673
3901000_1995_11_akron_OH_Mayor_mayor_1,3901000,akron,1995,11.0,30084.0,1,1.0,win,1.0,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.525374054234372,0.70490275895318,0.264946606439777,0.0093777289507409,0.0171022596835827
454050_2018_8_peoria_AZ_Mayor_mayor_1,454050,peoria,2018,8.0,30001.0,1,1.0,win,1.0,1,0.0,1.0,R,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.521192357226265,0.832788430713487,0.0311937244180377,0.199308998165691,0.0544394402168699
4805000_2000_5_austin_TX_Mayor_mayor_1,4805000,austin,2000,5.0,29777.0,4,1.0,win,0.84,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.485853582753799,0.6535559474962,0.100456621004566,0.305498947547985,0.210135524139381
3731400_2008_11_high point_NC_Mayor_mayor_1,3731400,high point,2008,11.0,29759.0,2,1.0,win,0.91,1,,,,,,,0.0,1.0,0.0,0.0,0.0,caucasian,0.528822481532943,0.550275792794391,0.327177988350743,0.0775907119852077,0.095305600244622
2146027_2006_11_lexington-fayette county_KY_Mayor_mayor_1,2146027,lexington-fayette county,2006,11.0,29755.0,2,1.0,lose,0.37,1,1.0,0.0,D,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.50829637956408,0.778516069215025,0.141081853730919,0.0546738744990831,0.0566964392812329
816000_1999_4_colorado springs_CO_Mayor_mayor_1,816000,colorado springs,1999,4.0,29689.0,3,1.0,win,0.44,1,0.91,0.09,D,0.03,0.97,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.505980317874006,0.811847695302646,0.0660700708588059,0.117185693629733,0.078647014996497
3611000_2017_11_buffalo_NY_Mayor_mayor_1,3611000,buffalo,2017,11.0,29688.0,5,1.0,win,0.68,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,0.522009496387783,0.481039501865726,0.371385270848976,0.117595147179169,0.062540120223115
611194_2018_11_carlsbad_CA_Mayor_mayor_1,611194,carlsbad,2018,11.0,29558.0,2,1.0,win,0.56,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.514656775616045,0.844781917503724,0.0098305514654504,0.137451580998503,0.0866127963996966
4865000_2013_5_san antonio_TX_Mayor_mayor_1,4865000,san antonio,2013,5.0,29449.0,7,1.0,win,0.67,1,1.0,0.0,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,0.510323596563406,0.749066422878216,0.0689981329363395,0.635120212009344,0.122058829106667
3451000_2002_5_newark_NJ_Mayor_mayor_1,3451000,newark,2002,5.0,29447.0,3,1.0,win,0.53,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,0.512958072334198,0.264757253619633,0.532417591440075,0.303435828323606,0.156090234844664
3240000_2003_4_las vegas_NV_Mayor_mayor_1,3240000,las vegas,2003,4.0,29356.0,6,1.0,win,0.86,1,0.85,0.15,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.493210492606816,0.675186463559837,0.105857591943942,0.259763055323934,0.168494872947487
622020_2020_11_elk grove_CA_Mayor_mayor_1,622020,elk grove,2020,11.0,29301.0,3,1.0,lose,0.35,1,0.91,0.09,D,1.0,0.0,M,0.0,0.0,0.0,1.0,0.0,asian,0.518536513976292,0.451508854090443,0.115322698668228,0.184522171813259,0.288306746670569
1263000_1997_NA_st. petersburg_FL_Mayor_mayor_1,1263000,st. petersburg,1997,,29237.0,1,1.0,win,1.0,1,0.98,0.02,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.526761873529562,0.733497833282331,0.215255525875618,0.0374787087673768,0.0331095942953914
3977000_2005_11_toledo_OH_Mayor_mayor_1,3977000,toledo,2005,11.0,29169.0,2,1.0,lose,0.38,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,0.518593191606179,0.675294590903662,0.253661954502642,0.0642887626103265,0.0354183414800573
5548000_2019_4_madison_WI_Mayor_mayor_1,5548000,madison,2019,4.0,29150.0,2,1.0,lose,0.38,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.50534340243115,0.786213491724126,0.0703482637951833,0.0695441568912568,0.0908549456377284
659451_2018_11_rancho cucamonga_CA_Mayor_mayor_1,659451,rancho cucamonga,2018,11.0,29143.0,3,1.0,win,0.57,1,0.42,0.58,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.506910158920467,0.601541881995585,0.0984367675444935,0.371806170817693,0.149305574556497
3502000_2009_10_albuquerque_NM_Mayor_mayor_1,3502000,albuquerque,2009,10.0,29140.0,3,1.0,lose,0.35,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.514323921373043,0.699048332075822,0.0326561312965199,0.460452333529301,0.177255302922256
662000_2005_11_riverside_CA_Mayor_mayor_1,662000,riverside,2005,11.0,29092.0,3,1.0,win,0.6,1,0.99,0.01,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.506680408210299,0.579094743236467,0.0722933363320883,0.435782080211174,0.286577641494971
636770_1998_11_irvine_CA_Mayor_mayor_1,636770,irvine,1998,11.0,29067.0,1,1.0,win,1.0,1,0.0,1.0,R,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.516011359285434,0.644244022167855,0.0151925212954293,0.0714413258668516,0.30007494454073
5367000_2011_11_spokane_WA_Mayor_mayor_1,5367000,spokane,2011,11.0,29025.0,2,1.0,lose,0.48,1,1.0,0.0,D,0.02,0.98,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.512270968503282,0.864564452045476,0.023163814548521,0.0514252646117793,0.0430925318705902
3436000_1993_5_jersey city_NJ_Mayor_mayor_1,3436000,jersey city,1993,5.0,28989.0,3,1.0,win,0.68,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.513302416328508,0.439754178037323,0.292837836651594,0.25459328350027,0.246149254096627
4105350_2016_11_beaverton_OR_Mayor_mayor_1,4105350,beaverton,2016,11.0,28892.0,1,1.0,win,1.0,1,0.99,0.01,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.503177905182621,0.735754673460385,0.0245661069802695,0.164977127405539,0.15406165420862
3719000_2019_11_durham_NC_Mayor_mayor_1,3719000,durham,2019,11.0,28847.0,2,1.0,win,0.84,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.528999160742898,0.485061099199055,0.388817549977754,0.138646495890665,0.061605586379271
636770_2012_11_irvine_CA_Mayor_mayor_1,636770,irvine,2012,11.0,28741.0,3,1.0,lose,0.4,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.512321647303054,0.499202500629275,0.0174159078167102,0.0945406652052191,0.422869084467704
606000_2012_11_berkeley_CA_Mayor_mayor_1,606000,berkeley,2012,11.0,28715.0,7,1.0,win,0.52,1,1.0,0.0,D,0.96,0.04,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.509968052205383,0.59369691522376,0.0956737395515712,0.109563968826496,0.23287746393956
150000_2017_8_mobile_AL_Mayor_mayor_1,150000,mobile,2017,8.0,28714.0,4,1.0,win,0.57,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.528912790500686,0.439624583087325,0.512097130719022,0.0247243421016136,0.0214035165683786
1254000_2016_11_palm bay_FL_Mayor_mayor_1,1254000,palm bay,2016,11.0,28680.0,2,1.0,win,0.59,1,0.99,0.01,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,0.514031987222105,0.733739915781717,0.177571876161666,0.159254917778655,0.0300555091409021
107000_1995_10_birmingham_AL_Mayor_mayor_1,107000,birmingham,1995,10.0,28602.0,7,1.0,win,0.55,1,0.99,0.01,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,0.540989271152837,0.300195321323038,0.683640852060568,0.0097019597200856,0.0105175404816364
4261000_2009_11_pittsburgh_PA_Mayor_mayor_1,4261000,pittsburgh,2009,11.0,28582.0,3,1.0,win,0.55,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.516426809140823,0.661631924473931,0.261793111862395,0.0218248059719252,0.0504193447546783
3436000_2021_11_jersey city_NJ_Mayor_mayor_1,3436000,jersey city,2021,11.0,28562.0,2,1.0,win,0.68,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,,,
5548000_2003_4_madison_WI_Mayor_mayor_1,5548000,madison,2003,4.0,28528.0,2,1.0,lose,0.49,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.508265608874103,0.824479232476274,0.0626692350840132,0.0491542220551826,0.0834279503776346
653980_1996_11_orange_CA_Mayor_mayor_1,653980,orange,1996,11.0,28492.0,2,1.0,win,0.74,1,0.66,0.34,D,0.02,0.98,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.497079558621489,0.754985457123069,0.01518254159117,0.284357483967468,0.200463108749842
626000_2008_11_fremont_CA_Mayor_mayor_1,626000,fremont,2008,11.0,28461.0,4,1.0,win,0.42,1,,,,,,,0.0,1.0,0.0,0.0,,caucasian,0.501698141999992,0.358110227883026,0.0327463590159567,0.145397048584685,0.545768694788191
5367000_1997_11_spokane_WA_Mayor_mayor_1,5367000,spokane,1997,11.0,28452.0,2,1.0,lose,0.5,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.519501385911168,0.906082188769705,0.0202822991289411,0.0271828365734638,0.0315030332449419
629000_2006_11_garden grove_CA_Mayor_mayor_1,629000,garden grove,2006,11.0,28435.0,1,1.0,win,1.0,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.500317531130488,0.426800875780683,0.0128161024230844,0.351285960195262,0.515920765319831
658072_2020_11_pomona_CA_Mayor_mayor_1,658072,pomona,2020,11.0,28421.0,5,1.0,win,0.62,1,0.91,0.09,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,0.505896497578987,0.475188720772096,0.0564946882247436,0.717079804742164,0.102477514470235
669000_2018_11_santa ana_CA_Mayor_mayor_1,669000,santa ana,2018,11.0,28360.0,2,1.0,win,0.51,1,1.0,0.0,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,0.489506516174141,0.412959986378208,0.0121346456892944,0.770583459354496,0.190182503291361
627000_2012_6_fresno_CA_Mayor_mayor_1,627000,fresno,2012,6.0,28307.0,6,1.0,win,0.75,1,0.0,1.0,R,0.05,0.95,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.508630187650737,0.517722992364952,0.0810379575502508,0.474508384516504,0.311131126622827
2754880_2006_11_rochester_MN_Mayor_mayor_1,2754880,rochester,2006,11.0,28235.0,2,1.0,win,0.79,1,1.0,0.0,D,0.88,0.12,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.514980996701982,0.841751888202262,0.0519516204814735,0.0429100104428409,0.0805473284310156
151000_1999_11_montgomery_AL_Mayor_mayor_1,151000,montgomery,1999,11.0,28223.0,2,1.0,lose,0.46,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.531188944512568,0.485552720653381,0.489051797076187,0.0118948686300134,0.0141772139712735
643000_1998_4_long beach_CA_Mayor_mayor_1,643000,long beach,1998,4.0,28216.0,5,1.0,win,0.79,1,1.0,0.0,D,0.02,0.98,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.506091326343551,0.478022946123669,0.146308892577836,0.333403584146417,0.325506822182207
2622000_2017_11_detroit_MI_Mayor_mayor_1,2622000,detroit,2017,11.0,28149.0,2,1.0,lose,0.28,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,0.526254689407989,0.134707193807281,0.796361934611455,0.0742158213833006,0.0240024180185216
4819000_1999_5_dallas_TX_Mayor_mayor_1,4819000,dallas,1999,5.0,28123.0,3,1.0,win,0.74,1,1.0,0.0,D,1.0,0.0,M,0.88,0.11,0.0,0.01,0.0,black,0.497264457010774,0.512806458342254,0.262683464324063,0.340865850268212,0.19463713872399
5182000_2000_5_virginia beach_VA_Mayor_mayor_1,5182000,virginia beach,2000,5.0,27996.0,2,1.0,win,0.52,1,0.93,0.07,D,,,,0.0,1.0,0.0,0.0,0.0,caucasian,0.50494877215425,0.71411170186499,0.189515986803274,0.0417864961658479,0.0651065120621177
2603000_2010_11_ann arbor_MI_Mayor_mayor_1,2603000,ann arbor,2010,11.0,27957.0,2,1.0,win,0.82,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.507126933136728,0.729992802850773,0.0772728070637387,0.0409535345024312,0.154150648621132
4804000_1993_NA_arlington_TX_Mayor_mayor_1,4804000,arlington,1993,,27951.0,2,1.0,win,0.9,1,0.03,0.97,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.499235247570561,0.781537071776475,0.100064687488857,0.117145556609435,0.104399306558383
4419180_2012_11_cranston_RI_Mayor_mayor_1,4419180,cranston,2012,11.0,27772.0,1,1.0,win,1.0,1,0.0,1.0,R,1.0,0.0,M,0.0,0.0,0.0,1.0,0.0,asian,0.506517716919963,0.812974622775553,0.0547377732799854,0.11768458812128,0.0911266694751346
4748000_2019_10_memphis_TN_Mayor_mayor_1,4748000,memphis,2019,10.0,27694.0,11,1.0,lose,0.29,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,0.52670639721236,0.292474082024119,0.640348660133203,0.0712073307805619,0.0211057894788205
650258_2016_11_napa_CA_Mayor_mayor_1,650258,napa,2016,11.0,27514.0,1,1.0,win,1.0,1,0.19,0.81,R,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.506539847272779,0.76367277101921,0.0065717783059383,0.393491499542424,0.0977459091585374
2717288_2018_11_eagan_MN_Mayor_mayor_1,2717288,eagan,2018,11.0,27333.0,1,1.0,win,1.0,1,0.99,0.01,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.512283863106854,0.774562247592615,0.0910864691488601,0.051069999230588,0.086136714405418
4752006_2019_9_nashville-davidson county_TN_Mayor_mayor_1,4752006,nashville-davidson county,2019,9.0,27281.0,2,1.0,lose,0.3,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.517862897496505,0.631925438126609,0.276685587533052,0.104528610411485,0.0411425487017994
1825000_2003_11_fort wayne_IN_Mayor_mayor_1,1825000,fort wayne,2003,11.0,27251.0,2,1.0,win,0.58,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.515707600161399,0.749038850801369,0.167868206176715,0.0643234394315852,0.0528444277945411
151000_2003_8_montgomery_AL_Mayor_mayor_1,151000,montgomery,2003,8.0,27178.0,2,1.0,win,0.66,1,0.89,0.11,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.530601588156076,0.445444428140369,0.51733381537362,0.0202873012064102,0.0239638870781851
3755000_2003_10_raleigh_NC_Mayor_mayor_1,3755000,raleigh,2003,10.0,27128.0,2,1.0,win,0.59,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.508598809032081,0.615751824007656,0.282602479732625,0.0830225738898609,0.0767468240242805
3663000_2001_11_rochester_NY_Mayor_mayor_1,3663000,rochester,2001,11.0,27121.0,2,1.0,win,0.77,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,0.521369029174874,0.478412277202696,0.388670916218151,0.131158404199293,0.0895145524336781
669000_2012_11_santa ana_CA_Mayor_mayor_1,669000,santa ana,2012,11.0,27092.0,6,1.0,win,0.48,1,1.0,0.0,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,0.489315691312431,0.44721185726605,0.0142561137222792,0.779485829340917,0.407845045287416
3901000_2003_11_akron_OH_Mayor_mayor_1,3901000,akron,2003,11.0,26967.0,2,1.0,win,0.71,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.520663760458938,0.65721120090292,0.293765990810354,0.0145147172226172,0.0224473555043762
4459000_2018_11_providence_RI_Mayor_mayor_1,4459000,providence,2018,11.0,26935.0,3,1.0,win,0.64,1,1.0,0.0,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,0.516420885561879,0.540062346551006,0.166733030808875,0.422762008912909,0.100676198056173
3755000_2015_10_raleigh_NC_Mayor_mayor_1,3755000,raleigh,2015,10.0,26894.0,2,1.0,win,0.75,1,0.82,0.18,D,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.517356970581641,0.579197221835442,0.291715931166622,0.112557181392418,0.0731608917833547
3240000_2007_4_las vegas_NV_Mayor_mayor_1,3240000,las vegas,2007,4.0,26845.0,6,1.0,win,0.84,1,0.85,0.15,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.494915134054677,0.643979541272505,0.108855904895804,0.291303393485105,0.193428095485345
